"keggcom","disease","text"
"https://www.kegg.jp/entry/C00183","http://www.ihtsdo.org/SCT_48532005","In accordance, well-known microbial production bacteria, such as Escherichia coli and Corynebacterium glutamicum strains, have recently been metabolically engineered for efficient L-valine production under aerobic or anaerobic conditions, and the respective cultivation and production conditions have been optimized."
"https://www.kegg.jp/entry/C00153","http://www.ihtsdo.org/SCT_131143000","Nicotinamide (NAM) is the amide of nicotinic acid and a predominant precursor for NAD(+) biosynthesis via the salvage pathway."
"https://www.kegg.jp/entry/C00153","http://www.ihtsdo.org/SCT_189759009","Nicotinamide (NAM) is the amide of nicotinic acid and a predominant precursor for NAD(+) biosynthesis via the salvage pathway."
"https://www.kegg.jp/entry/C00153","http://www.ihtsdo.org/SCT_254818000","Nicotinamide (NAM) is the amide of nicotinic acid and a predominant precursor for NAD(+) biosynthesis via the salvage pathway."
"https://www.kegg.jp/entry/C00153","http://www.ihtsdo.org/SCT_61814002","Nicotinamide (NAM) is the amide of nicotinic acid and a predominant precursor for NAD(+) biosynthesis via the salvage pathway."
"https://www.kegg.jp/entry/C00037","http://www.ihtsdo.org/SCT_154774004","Glycine and four metabolites found to be significantly associated with regional adiposity were additionally associated with HOMA-IR."
"https://www.kegg.jp/entry/C00037","http://www.ihtsdo.org/SCT_190976005","Glycine and four metabolites found to be significantly associated with regional adiposity were additionally associated with HOMA-IR."
"https://www.kegg.jp/entry/C00037","http://www.ihtsdo.org/SCT_267511009","Glycine and four metabolites found to be significantly associated with regional adiposity were additionally associated with HOMA-IR."
"https://www.kegg.jp/entry/C00037","http://www.ihtsdo.org/SCT_308125009","Glycine and four metabolites found to be significantly associated with regional adiposity were additionally associated with HOMA-IR."
"https://www.kegg.jp/entry/C00037","http://www.ihtsdo.org/SCT_414916001","Glycine and four metabolites found to be significantly associated with regional adiposity were additionally associated with HOMA-IR."
"https://www.kegg.jp/entry/C00037","http://www.ihtsdo.org/SCT_5476005","Glycine and four metabolites found to be significantly associated with regional adiposity were additionally associated with HOMA-IR."
"https://www.kegg.jp/entry/C00072","http://www.ihtsdo.org/SCT_13877006","Ascorbic acid and its relationship with periodontal disease are very well known."
"https://www.kegg.jp/entry/C00072","http://www.ihtsdo.org/SCT_196354003","Ascorbic acid and its relationship with periodontal disease are very well known."
"https://www.kegg.jp/entry/C00072","http://www.ihtsdo.org/SCT_2556008","Ascorbic acid and its relationship with periodontal disease are very well known."
"https://www.kegg.jp/entry/C00025","http://www.ihtsdo.org/SCT_35604006","Results: Glutamate taken up from the maternal and fetal circulations was primarily converted into glutamine the majority of which was released into the maternal circulation."
"https://www.kegg.jp/entry/C00025","http://www.ihtsdo.org/SCT_204507004","Results: Glutamate taken up from the maternal and fetal circulations was primarily converted into glutamine the majority of which was released into the maternal circulation."
"https://www.kegg.jp/entry/C00025","http://www.ihtsdo.org/SCT_206597007","Results: Glutamate taken up from the maternal and fetal circulations was primarily converted into glutamine the majority of which was released into the maternal circulation."
"https://www.kegg.jp/entry/C00025","http://www.ihtsdo.org/SCT_233815004","Results: Glutamate taken up from the maternal and fetal circulations was primarily converted into glutamine the majority of which was released into the maternal circulation."
"https://www.kegg.jp/entry/C00440","http://www.ihtsdo.org/SCT_205788004","5-Methyltetrahydrofolate, SAM, and SAM/S-adenosylhomocysteine ratios were lower in FASD and Mthfr(+/-) livers."
"https://www.kegg.jp/entry/C00440","http://www.ihtsdo.org/SCT_206016009","5-Methyltetrahydrofolate, SAM, and SAM/S-adenosylhomocysteine ratios were lower in FASD and Mthfr(+/-) livers."
"https://www.kegg.jp/entry/C00440","http://www.ihtsdo.org/SCT_36558000","5-Methyltetrahydrofolate, SAM, and SAM/S-adenosylhomocysteine ratios were lower in FASD and Mthfr(+/-) livers."
"https://www.kegg.jp/entry/C00440","http://www.ihtsdo.org/SCT_609437000","5-Methyltetrahydrofolate, SAM, and SAM/S-adenosylhomocysteine ratios were lower in FASD and Mthfr(+/-) livers."
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_154469006","Transcriptional regulation of the albumin gene depends on the removal of histone methylation marks by the FAD-dependent monoamine oxidase lysine-specific demethylase 1 in HepG2 human hepatocarcinoma cells"
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_187769009","Transcriptional regulation of the albumin gene depends on the removal of histone methylation marks by the FAD-dependent monoamine oxidase lysine-specific demethylase 1 in HepG2 human hepatocarcinoma cells"
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_269547001","Transcriptional regulation of the albumin gene depends on the removal of histone methylation marks by the FAD-dependent monoamine oxidase lysine-specific demethylase 1 in HepG2 human hepatocarcinoma cells"
"https://www.kegg.jp/entry/C00016","http://www.ihtsdo.org/SCT_25370001","Transcriptional regulation of the albumin gene depends on the removal of histone methylation marks by the FAD-dependent monoamine oxidase lysine-specific demethylase 1 in HepG2 human hepatocarcinoma cells"
